lab,trial_type,subid_unique,method,session_error,looking_time_mean,looking_time_var
babylabbrookes,IDS,babylabbrookes:mb03,singlescreen,0,1.6338865928364104,1.7479615107378894
babylabbrookes,IDS,babylabbrookes:mb04,singlescreen,0,1.8811811335843724,1.9867051228023473
babylabbrookes,IDS,babylabbrookes:mb07,singlescreen,0,2.089391872533004,2.660201593529214
babylabbrookes,IDS,babylabbrookes:mb10,singlescreen,0,2.2927872505139346,3.3249042031703997
babylabbrookes,IDS,babylabbrookes:mb100,singlescreen,0,1.5422291627406504,2.181451177978432
babylabbrookes,IDS,babylabbrookes:mb101,singlescreen,0,2.213412290898114,3.4828050131045933
babylabbrookes,IDS,babylabbrookes:mb102,singlescreen,1,2.238823412894468,3.6649380208355846
babylabbrookes,IDS,babylabbrookes:mb103,singlescreen,0,1.6799662711236372,2.1941711246558913
babylabbrookes,IDS,babylabbrookes:mb104,singlescreen,1,1.208124175448412,1.022860627936604
babylabbrookes,IDS,babylabbrookes:mb105,singlescreen,0,2.6848327499260254,3.100666715240908
babylabbrookes,IDS,babylabbrookes:mb107,singlescreen,0,2.1945543487803403,3.386301153139403
babylabbrookes,IDS,babylabbrookes:mb108,singlescreen,0,2.495506522118669,3.2753684764630364
babylabbrookes,IDS,babylabbrookes:mb12,singlescreen,1,1.6064334034138015,0.4488119126115313
babylabbrookes,IDS,babylabbrookes:mb13,singlescreen,1,1.6362189351117424,1.7887374471983761
babylabbrookes,IDS,babylabbrookes:mb14,singlescreen,1,2.4234111131210145,3.5862964268679103
babylabbrookes,IDS,babylabbrookes:mb15,singlescreen,0,2.260460166693375,3.4375006104931005
babylabbrookes,IDS,babylabbrookes:mb16,singlescreen,0,2.6003721873040213,3.344258544553808
babylabbrookes,IDS,babylabbrookes:mb18,singlescreen,0,1.6937790608678511,1.6595822613221949
babylabbrookes,IDS,babylabbrookes:mb20,singlescreen,0,2.4684172775951416,3.4844813691697234
babylabbrookes,IDS,babylabbrookes:mb23,singlescreen,0,1.6054298910365616,1.2226739849162067
babylabbrookes,IDS,babylabbrookes:mb28,singlescreen,0,2.1108190773720916,2.8188928054720415
babylabbrookes,IDS,babylabbrookes:mb30,singlescreen,1,2.412975793176926,3.389809130194887
babylabbrookes,IDS,babylabbrookes:mb31,singlescreen,0,2.5699368989725757,3.6249045836193017
babylabbrookes,IDS,babylabbrookes:mb35,singlescreen,0,2.002155447719762,2.688665429349385
babylabbrookes,IDS,babylabbrookes:mb36,singlescreen,0,1.864080130807681,2.3195152513597375
babylabbrookes,IDS,babylabbrookes:mb37,singlescreen,0,2.500308266961344,3.368433052561816
babylabbrookes,IDS,babylabbrookes:mb38,singlescreen,0,2.1603012232316217,3.134880285276262
babylabbrookes,IDS,babylabbrookes:mb41,singlescreen,0,1.655844285248256,1.8739833129774675
babylabbrookes,IDS,babylabbrookes:mb42,singlescreen,0,2.384510642392718,3.465023093007608
babylabbrookes,IDS,babylabbrookes:mb45,singlescreen,1,2.4348657037169157,3.5777708359664837
babylabbrookes,IDS,babylabbrookes:mb46,singlescreen,0,1.8762155007683714,3.1888035086580673
babylabbrookes,IDS,babylabbrookes:mb48,singlescreen,0,2.3579015336647533,3.6920084376637448
babylabbrookes,IDS,babylabbrookes:mb49,singlescreen,0,1.9618537994524492,3.213208079213624
babylabbrookes,IDS,babylabbrookes:mb50,singlescreen,0,1.8341801851120072,2.4764399558962604
babylabbrookes,IDS,babylabbrookes:mb53,singlescreen,1,0.9377726206900547,-0.22745043167047688
babylabbrookes,IDS,babylabbrookes:mb54,singlescreen,0,1.76537271405486,2.5646085026738468
babylabbrookes,IDS,babylabbrookes:mb55,singlescreen,1,2.1120297312729877,3.6470960600972515
babylabbrookes,IDS,babylabbrookes:mb60,singlescreen,0,1.60467659533239,0.8232343674615901
babylabbrookes,IDS,babylabbrookes:mb63,singlescreen,0,2.159291923167569,2.1536739958812645
babylabbrookes,IDS,babylabbrookes:mb64,singlescreen,0,2.0009731150087666,2.9072865241881356
babylabbrookes,IDS,babylabbrookes:mb65,singlescreen,0,1.9672871666006015,2.6729744381427207
babylabbrookes,IDS,babylabbrookes:mb66,singlescreen,1,1.8349785883480316,2.4191610512191546
babylabbrookes,IDS,babylabbrookes:mb74,singlescreen,0,1.6775637414817008,2.884441111086812
babylabbrookes,IDS,babylabbrookes:mb75,singlescreen,0,2.0043475066027483,3.5692078449300615
babylabbrookes,IDS,babylabbrookes:mb77,singlescreen,0,2.4218115308884824,2.9407327775728835
babylabbrookes,IDS,babylabbrookes:mb78,singlescreen,0,2.432516262586077,3.3792251310058847
babylabbrookes,IDS,babylabbrookes:mb79,singlescreen,0,1.2760608807201899,0.7762500363652366
babylabbrookes,IDS,babylabbrookes:mb80,singlescreen,0,1.8619460723782142,1.907067221674857
babylabbrookes,IDS,babylabbrookes:mb81,singlescreen,0,1.6770965609079151,2.4936681554565725
babylabbrookes,IDS,babylabbrookes:mb84,singlescreen,1,1.5443659156903857,2.7134053604161545
babylabbrookes,IDS,babylabbrookes:mb88,singlescreen,0,1.5693968628969166,1.8506478507577122
babylabbrookes,IDS,babylabbrookes:mb90,singlescreen,0,1.9975872983325769,3.3323518845191535
babylabbrookes,IDS,babylabbrookes:mb92,singlescreen,0,2.3558888650163565,3.543349632673926
babylabbrookes,IDS,babylabbrookes:mb93,singlescreen,0,2.805781689595545,2.0952234918337176
babylabbrookes,IDS,babylabbrookes:mb94,singlescreen,0,2.1452000214901226,3.3632976385008564
babylabbrookes,IDS,babylabbrookes:mb95,singlescreen,1,1.682688374173693,2.0569950653499642
babylabbrookes,IDS,babylabbrookes:mb97,singlescreen,1,,
babylabbrookes,IDS,babylabbrookes:mb99,singlescreen,0,2.230148799729334,3.583651816532189
babylabbrookes,TRAIN,babylabbrookes:mb01,singlescreen,0,1.6262950295005232,1.4839767250692715
babylabbrookes,TRAIN,babylabbrookes:mb02,singlescreen,0,2.6148378193800315,3.6265904010249552
babylabbrookes,TRAIN,babylabbrookes:mb03,singlescreen,0,1.851599469584072,1.517366482213611
babylabbrookes,TRAIN,babylabbrookes:mb04,singlescreen,0,2.7150258148386355,2.719982065769701
babylabbrookes,TRAIN,babylabbrookes:mb07,singlescreen,0,2.065596134857783,3.09307674641674
babylabbrookes,TRAIN,babylabbrookes:mb10,singlescreen,0,2.8903717578961645,-24.740649358032382
babylabbrookes,TRAIN,babylabbrookes:mb100,singlescreen,0,1.2550460745099365,-1.940389416382617
babylabbrookes,TRAIN,babylabbrookes:mb101,singlescreen,0,2.264052143277262,-1.9553707598409305
babylabbrookes,TRAIN,babylabbrookes:mb102,singlescreen,1,2.716811706770783,2.099342203386173
babylabbrookes,TRAIN,babylabbrookes:mb103,singlescreen,0,2.861114576829047,-3.297053605932223
babylabbrookes,TRAIN,babylabbrookes:mb104,singlescreen,1,2.523566308143572,4.030446724691838
babylabbrookes,TRAIN,babylabbrookes:mb105,singlescreen,0,2.8741294517947424,-10.349774655164325
babylabbrookes,TRAIN,babylabbrookes:mb107,singlescreen,0,2.502787497006688,3.9249809376235643
babylabbrookes,TRAIN,babylabbrookes:mb108,singlescreen,0,1.829055253971752,2.6558054366667005
babylabbrookes,TRAIN,babylabbrookes:mb12,singlescreen,1,2.8264256538375307,0.9108559903841082
babylabbrookes,TRAIN,babylabbrookes:mb13,singlescreen,1,2.2570645776922365,-4.77358883761307
babylabbrookes,TRAIN,babylabbrookes:mb14,singlescreen,1,2.549054469611752,3.9923865846938096
babylabbrookes,TRAIN,babylabbrookes:mb15,singlescreen,0,2.8903717578961645,-24.740649358032382
babylabbrookes,TRAIN,babylabbrookes:mb16,singlescreen,0,2.7110457100820087,2.8601444822760684
babylabbrookes,TRAIN,babylabbrookes:mb18,singlescreen,0,2.312535423847214,2.444084655267745
babylabbrookes,TRAIN,babylabbrookes:mb20,singlescreen,0,2.4731713935695794,0.19622446196294557
babylabbrookes,TRAIN,babylabbrookes:mb23,singlescreen,0,2.4010720397086995,0.4030956364594303
babylabbrookes,TRAIN,babylabbrookes:mb28,singlescreen,0,2.12525107771113,4.064092377980141
babylabbrookes,TRAIN,babylabbrookes:mb30,singlescreen,1,2.8864752876170416,-4.625372893305602
babylabbrookes,TRAIN,babylabbrookes:mb31,singlescreen,0,2.8622008809294686,-0.6931471805599453
babylabbrookes,TRAIN,babylabbrookes:mb35,singlescreen,0,2.1347579823505436,-1.1145892431912536
babylabbrookes,TRAIN,babylabbrookes:mb36,singlescreen,0,2.515678308454754,3.3814860501983848
babylabbrookes,TRAIN,babylabbrookes:mb37,singlescreen,0,2.612640016297552,3.077959516468886
babylabbrookes,TRAIN,babylabbrookes:mb38,singlescreen,0,2.6148378193800315,3.2466641286631126
babylabbrookes,TRAIN,babylabbrookes:mb41,singlescreen,0,2.0340518393810254,-0.34524056631306793
babylabbrookes,TRAIN,babylabbrookes:mb42,singlescreen,0,2.8399552719821486,-1.6172180997530714
babylabbrookes,TRAIN,babylabbrookes:mb45,singlescreen,1,2.8553201198372458,-2.736449675623911
babylabbrookes,TRAIN,babylabbrookes:mb46,singlescreen,0,2.5494451709255714,3.740907228704853
babylabbrookes,TRAIN,babylabbrookes:mb48,singlescreen,0,2.348036355897963,4.122544026743132
babylabbrookes,TRAIN,babylabbrookes:mb49,singlescreen,0,2.237513096250331,4.55328935061108
babylabbrookes,TRAIN,babylabbrookes:mb50,singlescreen,0,2.253394848803274,2.468929695264859
babylabbrookes,TRAIN,babylabbrookes:mb53,singlescreen,1,1.3110318766193438,0.06372569088054574
babylabbrookes,TRAIN,babylabbrookes:mb54,singlescreen,0,2.391053740981654,3.453196676772536
babylabbrookes,TRAIN,babylabbrookes:mb55,singlescreen,1,2.348036355897963,3.631198697994656
babylabbrookes,TRAIN,babylabbrookes:mb60,singlescreen,0,1.5195132049061133,0.9552037053727536
babylabbrookes,TRAIN,babylabbrookes:mb63,singlescreen,0,2.3632097148104805,3.6990785164071123
babylabbrookes,TRAIN,babylabbrookes:mb64,singlescreen,0,2.5637948451147117,3.5609338603982845
babylabbrookes,TRAIN,babylabbrookes:mb65,singlescreen,0,2.57907981980525,3.5272792201332335
babylabbrookes,TRAIN,babylabbrookes:mb66,singlescreen,1,1.62924053973028,1.1711809815009455
babylabbrookes,TRAIN,babylabbrookes:mb74,singlescreen,0,1.9191260651484958,0.6425115645913662
babylabbrookes,TRAIN,babylabbrookes:mb75,singlescreen,0,1.8547342683894434,-3.3872944764931656
babylabbrookes,TRAIN,babylabbrookes:mb77,singlescreen,0,2.8619151258196514,-4.773588837613097
babylabbrookes,TRAIN,babylabbrookes:mb78,singlescreen,0,2.766004594362766,1.7719733417957515
babylabbrookes,TRAIN,babylabbrookes:mb79,singlescreen,0,2.5760414581818445,3.72120263581883
babylabbrookes,TRAIN,babylabbrookes:mb80,singlescreen,0,2.187174241482718,-2.9720157469366733
babylabbrookes,TRAIN,babylabbrookes:mb81,singlescreen,0,2.3683728335320486,4.485386149664541
babylabbrookes,TRAIN,babylabbrookes:mb84,singlescreen,1,2.5764217586237734,3.5489792521813652
babylabbrookes,TRAIN,babylabbrookes:mb88,singlescreen,0,2.392882730974826,4.4988542140272285
babylabbrookes,TRAIN,babylabbrookes:mb90,singlescreen,0,2.091246587129598,3.6265904010249552
babylabbrookes,TRAIN,babylabbrookes:mb92,singlescreen,0,1.9380219762063071,3.2242235005281272
babylabbrookes,TRAIN,babylabbrookes:mb93,singlescreen,0,2.8729995081716937,-6.319968614080001
babylabbrookes,TRAIN,babylabbrookes:mb94,singlescreen,0,2.8579059566465874,-3.31181382052746
babylabbrookes,TRAIN,babylabbrookes:mb95,singlescreen,1,1.991293154903131,1.885318115993574
babylabbrookes,TRAIN,babylabbrookes:mb97,singlescreen,1,,
babylabbrookes,TRAIN,babylabbrookes:mb99,singlescreen,0,2.6369121732688705,3.3578792187486157
babylabkingswood,ADS,babylabkingswood:mb1255,hpp,0,8.774080948694609,17.84454111621748
babylabkingswood,ADS,babylabkingswood:mb1882,hpp,0,8.295891692481336,16.423545675803435
babylabkingswood,ADS,babylabkingswood:mb1920,hpp,0,9.172391849375225,18.116604654640135
babylabkingswood,ADS,babylabkingswood:mb8156,hpp,0,8.985398329345587,13.620147855308662
babylabkingswood,ADS,babylabkingswood:mb8168,hpp,0,9.098332813596564,17.404126444703923
babylabkingswood,ADS,babylabkingswood:mb8196,hpp,0,8.980235144328422,16.688154047022902
babylabkingswood,ADS,babylabkingswood:mb8204,hpp,1,9.922364506430812,18.846525781289984
babylabkingswood,ADS,babylabkingswood:mb8253,hpp,0,9.188937965715747,18.445218946712746
babylabkingswood,ADS,babylabkingswood:mb8259,hpp,0,9.096205361676539,17.193664358644686
babylabkingswood,ADS,babylabkingswood:mb8272,hpp,0,8.956576517727862,16.910615575843014
babylabkingswood,ADS,babylabkingswood:mb8339,hpp,0,9.075121842650871,18.279484948565404
babylabkingswood,ADS,babylabkingswood:mb8399,hpp,0,8.468528019697423,17.027969564187178
babylabkingswood,ADS,babylabkingswood:mb8415,hpp,0,8.789260231345114,16.40725180650486
babylabkingswood,ADS,babylabkingswood:mb8444,hpp,0,8.896297212470976,16.473655542206803
babylabkingswood,ADS,babylabkingswood:mb8457,hpp,0,8.423349435886077,15.853903942553261
babylabkingswood,ADS,babylabkingswood:mb8462,hpp,0,7.820339148924965,13.401960173350192
babylabkingswood,ADS,babylabkingswood:mb8502,hpp,0,8.832149906002899,16.76667720142581
babylabkingswood,ADS,babylabkingswood:mb8519,hpp,0,7.595135865904974,15.322042144575672
babylabkingswood,ADS,babylabkingswood:mb8523,hpp,0,9.09855649284146,16.671031642934636
babylabkingswood,ADS,babylabkingswood:mb8524,hpp,0,9.005343666143009,16.49589775637512
babylabkingswood,ADS,babylabkingswood:mb8573,hpp,0,7.788781461755981,13.003634497256611
babylabkingswood,ADS,babylabkingswood:mb8688,hpp,0,8.73020559553099,16.63832552156439
babylabkingswood,ADS,babylabkingswood:mb8697,hpp,0,8.945446661154833,17.298133264121592
babylabkingswood,ADS,babylabkingswood:mb8698,hpp,0,8.340336674053342,15.502965831738699
babylabkingswood,ADS,babylabkingswood:mb8721,hpp,0,8.70448156002876,16.33007816328735
babylabkingswood,ADS,babylabkingswood:mb8731,hpp,0,8.317155628816502,16.90221740537226
babylabkingswood,ADS,babylabkingswood:mb8734,hpp,0,8.62710085311779,15.80951217963905
babylabkingswood,ADS,babylabkingswood:mb8738,hpp,0,8.45807992692373,14.279417605047815
babylabkingswood,ADS,babylabkingswood:mb8743,hpp,0,8.251892118746024,14.584726905537671
babylabkingswood,ADS,babylabkingswood:mb8767,hpp,0,8.050663521380615,15.412057011820622
babylabkingswood,ADS,babylabkingswood:mb8772,hpp,0,9.270117576012044,17.31599946473223
babylabkingswood,ADS,babylabkingswood:mb8783,hpp,0,9.016194178915567,17.417991869911276
babylabkingswood,ADS,babylabkingswood:mb8806,hpp,0,8.666862415934943,15.914135303694739
babylabkingswood,ADS,babylabkingswood:mb8823,hpp,0,8.64697067192099,15.922601571171363
babylabkingswood,IDS,babylabkingswood:mb1255,hpp,0,9.29318683775167,18.668341884318224
babylabkingswood,IDS,babylabkingswood:mb1882,hpp,0,8.865611644145126,17.34138529601281
babylabkingswood,IDS,babylabkingswood:mb1920,hpp,0,8.363983735457122,16.394768480053504
babylabkingswood,IDS,babylabkingswood:mb8156,hpp,0,8.928574099953707,13.177268683473635
babylabkingswood,IDS,babylabkingswood:mb8168,hpp,0,9.166218668566195,17.885661934461343
babylabkingswood,IDS,babylabkingswood:mb8196,hpp,0,8.719235672822393,15.158405797097977
babylabkingswood,IDS,babylabkingswood:mb8204,hpp,1,10.30423320819417,20.214801072134712
babylabkingswood,IDS,babylabkingswood:mb8253,hpp,0,8.756623392293129,16.137099358012218
babylabkingswood,IDS,babylabkingswood:mb8259,hpp,0,9.353834471614912,18.67008891648172
babylabkingswood,IDS,babylabkingswood:mb8272,hpp,0,9.138253433081282,18.39798551889759
babylabkingswood,IDS,babylabkingswood:mb8339,hpp,0,8.520437921581127,16.01961218804117
babylabkingswood,IDS,babylabkingswood:mb8399,hpp,0,9.422402753279576,19.660510470734163
babylabkingswood,IDS,babylabkingswood:mb8415,hpp,0,8.32842087312682,15.009776035784094
babylabkingswood,IDS,babylabkingswood:mb8444,hpp,0,9.36996887822246,16.945727528978306
babylabkingswood,IDS,babylabkingswood:mb8457,hpp,0,8.815907929577522,17.189186346727165
babylabkingswood,IDS,babylabkingswood:mb8462,hpp,0,8.114287305702996,15.019429426907152
babylabkingswood,IDS,babylabkingswood:mb8502,hpp,0,8.825780224547914,18.46158879099857
babylabkingswood,IDS,babylabkingswood:mb8519,hpp,0,8.381860176845086,16.242807324893676
babylabkingswood,IDS,babylabkingswood:mb8523,hpp,0,9.886792716051499,20.251829368848618
babylabkingswood,IDS,babylabkingswood:mb8524,hpp,0,9.567551422184266,18.12856650561495
babylabkingswood,IDS,babylabkingswood:mb8573,hpp,0,8.44473001995131,16.595281266343605
babylabkingswood,IDS,babylabkingswood:mb8688,hpp,0,8.946114375560743,17.3757732899982
babylabkingswood,IDS,babylabkingswood:mb8697,hpp,0,8.608791946943642,16.547595091158573
babylabkingswood,IDS,babylabkingswood:mb8698,hpp,0,8.489693517713652,15.030667777528949
babylabkingswood,IDS,babylabkingswood:mb8721,hpp,0,8.814237550569981,17.413776124775126
babylabkingswood,IDS,babylabkingswood:mb8731,hpp,0,9.248803586761543,18.902327796900753
babylabkingswood,IDS,babylabkingswood:mb8734,hpp,0,8.500911358841954,15.153337833969074
babylabkingswood,IDS,babylabkingswood:mb8738,hpp,0,8.31434234336979,15.259932577340665
babylabkingswood,IDS,babylabkingswood:mb8743,hpp,0,8.671501001754994,18.058305017099265
babylabkingswood,IDS,babylabkingswood:mb8767,hpp,0,8.94660266476786,17.531122617380692
babylabkingswood,IDS,babylabkingswood:mb8772,hpp,0,9.534667728624708,18.431000737730614
babylabkingswood,IDS,babylabkingswood:mb8783,hpp,0,9.09188054484811,17.921404555747852
babylabkingswood,IDS,babylabkingswood:mb8806,hpp,0,8.92472283357328,17.169598791757057
babylabkingswood,IDS,babylabkingswood:mb8823,hpp,0,9.342825905380565,18.327760249805632
babylabkingswood,TRAIN,babylabkingswood:mb1255,hpp,0,9.39785674564724,13.989820524166376
babylabkingswood,TRAIN,babylabkingswood:mb1882,hpp,0,8.983063289380366,13.991116280609498
babylabkingswood,TRAIN,babylabkingswood:mb1920,hpp,0,8.354674261918463,15.387746582046274
babylabkingswood,TRAIN,babylabkingswood:mb8156,hpp,0,,
babylabkingswood,TRAIN,babylabkingswood:mb8168,hpp,0,9.501964663660587,18.819146748714893
babylabkingswood,TRAIN,babylabkingswood:mb8196,hpp,0,8.758255243232792,14.264322470575804
babylabkingswood,TRAIN,babylabkingswood:mb8204,hpp,1,10.07846974194332,15.54326691825162
babylabkingswood,TRAIN,babylabkingswood:mb8253,hpp,0,8.915499402325922,15.479057890778256
babylabkingswood,TRAIN,babylabkingswood:mb8259,hpp,0,8.814924599721019,16.33241978529513
babylabkingswood,TRAIN,babylabkingswood:mb8272,hpp,0,9.28312604170183,15.242106298107688
babylabkingswood,TRAIN,babylabkingswood:mb8339,hpp,0,8.745443680098592,17.021598485091598
babylabkingswood,TRAIN,babylabkingswood:mb8399,hpp,0,9.361687124470707,17.0832625623501
babylabkingswood,TRAIN,babylabkingswood:mb8415,hpp,0,8.61875650682568,11.573648905433352
babylabkingswood,TRAIN,babylabkingswood:mb8444,hpp,0,10.005186372360962,17.19438734490933
babylabkingswood,TRAIN,babylabkingswood:mb8457,hpp,0,9.33419383414318,16.866890595178358
babylabkingswood,TRAIN,babylabkingswood:mb8462,hpp,0,8.689548583898342,16.420065206986198
babylabkingswood,TRAIN,babylabkingswood:mb8502,hpp,0,8.35054811400729,16.33923820160536
babylabkingswood,TRAIN,babylabkingswood:mb8519,hpp,0,6.888062645636401,14.456996218455176
babylabkingswood,TRAIN,babylabkingswood:mb8523,hpp,0,9.912472070607592,20.255504511856635
babylabkingswood,TRAIN,babylabkingswood:mb8524,hpp,0,9.922260237859412,19.37588444932512
babylabkingswood,TRAIN,babylabkingswood:mb8573,hpp,0,9.137231900155545,16.37613302947997
babylabkingswood,TRAIN,babylabkingswood:mb8688,hpp,0,9.988701481750608,18.252262092327403
babylabkingswood,TRAIN,babylabkingswood:mb8697,hpp,0,8.851663425366777,16.88495424648215
babylabkingswood,TRAIN,babylabkingswood:mb8698,hpp,0,8.6648370333288,14.137203038666645
babylabkingswood,TRAIN,babylabkingswood:mb8721,hpp,0,8.816186055013885,7.170504084888706
babylabkingswood,TRAIN,babylabkingswood:mb8731,hpp,0,8.873678117302683,12.737619592109416
babylabkingswood,TRAIN,babylabkingswood:mb8734,hpp,0,8.240648863374913,14.46212048464551
babylabkingswood,TRAIN,babylabkingswood:mb8738,hpp,0,9.084777149000837,17.8040509876266
babylabkingswood,TRAIN,babylabkingswood:mb8743,hpp,0,9.777442354018799,18.445538030788068
babylabkingswood,TRAIN,babylabkingswood:mb8767,hpp,0,9.445452019066247,18.81299593294637
babylabkingswood,TRAIN,babylabkingswood:mb8772,hpp,0,8.836228571526014,15.750885693844447
babylabkingswood,TRAIN,babylabkingswood:mb8783,hpp,0,8.798982938163181,11.073497596416612
babylabkingswood,TRAIN,babylabkingswood:mb8806,hpp,0,8.52545893583327,14.02324032490612
babylabkingswood,TRAIN,babylabkingswood:mb8823,hpp,0,8.580167990577626,15.290037383576239
babylabkonstanz,ADS,babylabkonstanz:mb01,hpp,0,0.9287837961216214,0.8086673403826163
babylabkonstanz,ADS,babylabkonstanz:mb02,hpp,0,2.7874003613278053,1.7147726777603898
